F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
5.41,104.65,31.22,-14.11,150,33.3,1.2,-9.94,11.85,20,13.26,-371.52,-10.84,13.6,TRUE
10.76,19.65,25.22,-5.95,52,3.72,3.33,-0.76,-10.83,2,35.31,-244.52,1.4,1.72,TRUE
15.43,44.65,25.22,-6.2,3,3.21,1.77,4.24,-2.73,2,42.06,-260.52,-0.9,1.84,TRUE
10.99,30.65,25.22,-6.04,26,0.6,2.31,-0.48,-2.55,2,27.93,-232.52,-0.26,1.22,TRUE
11.15,26.65,29.22,-5.43,7,4.47,2.19,2.74,-6.48,2,38.22,-243.52,2.46,0.92,FALSE
6.2,79.65,31.22,-13.26,100,19.35,0.63,-12.14,12.66,20,14.07,-396.52,-8.62,19.7,TRUE
10.87,28.65,29.22,-6.18,50,1.32,1.74,0.04,-4.17,2,27.84,-233.52,-0.18,0.8,TRUE
13.41,14.65,25.22,-6.27,3,4.17,2.31,0.58,-6.45,2,26.88,-232.52,3.44,1.06,TRUE
7.4,124.65,51.22,-10.81,45,15.9,6.18,-8.26,7.44,20,17.94,-436.52,-7.92,15.1,FALSE
5.6,-30.35,51.22,-11.81,340,35.1,7.17,-10.08,11.43,20,13.95,-301.52,-6.78,15.7,TRUE
5.95,104.65,31.22,-11.06,100,40.35,-2.04,-7.68,10.8,20,15,-301.52,-9.2,16.6,TRUE
6.78,-15.35,51.22,-11.36,70,22.65,-1.08,-3.42,9.54,20,14.97,-351.52,-3.32,15.6,FALSE
9.65,94.65,31.22,-11.31,195,26.4,10.32,-5.62,-0.3,20,22.47,-336.52,-7.64,10.7,FALSE
8.07,54.65,51.22,-10.76,100,20.4,-0.3,-6.7,6.99,20,17.7,-421.52,-7.58,14.6,FALSE
5.1,69.65,51.22,-14.26,185,28.2,1.98,-9.24,12.66,20,15.93,-356.52,-11.04,13.5,TRUE
5.62,84.65,51.22,-11.16,65,18,0,-8.74,11.37,20,15.3,-271.52,-10.42,20.1,TRUE
8.56,104.65,51.22,-10.26,245,16.2,11.55,-3.12,6.51,20,18.06,-271.52,-7.12,11.1,FALSE
6.09,24.65,41.22,-13.81,390,38.85,1.29,-4.18,7.23,20,13.71,-421.52,-9.18,11.3,FALSE
7.54,19.65,71.22,-9.81,315,15.9,1.11,-6.22,3.87,20,21.81,-376.52,-4.34,14.6,FALSE
7.55,4.65,71.22,-10.91,120,26.55,1.83,-6.06,5.91,20,18.21,-366.52,-7.96,11.5,FALSE
6.18,74.65,31.22,-12.76,185,15.75,11.88,-8.62,11.01,20,15.18,-276.52,-12.02,18.6,TRUE
10.48,10.65,29.22,-6.24,18,1.26,0.27,4.88,-6.81,2,27.54,-244.52,1.36,1.06,TRUE
11.03,35.65,21.22,-6.13,9,3.39,6.15,1.12,-5.13,2,31.11,-258.52,-1.12,0.52,FALSE
10.84,14.65,29.22,-5.99,50,0.99,4.68,-1.56,-7.68,2,27.27,-229.52,1.94,1.96,TRUE
10.4,29.65,27.22,-5.81,30,5.73,14.61,-0.26,-4.11,2,28.71,-270.52,0.2,1.9,FALSE
8.01,-75.35,71.22,-12.46,165,16.2,-1.2,-8.6,9.78,20,15.96,-466.52,-8.84,16.6,FALSE
7.03,54.65,51.22,-11.06,80,16.65,1.41,-6.24,2.76,20,17.46,-451.52,-7.84,15.9,FALSE
6.02,104.65,31.22,-12.96,295,30,4.11,-9.86,2.85,20,14.28,-361.52,-8.2,10.6,FALSE
8.49,-40.35,51.22,-11.11,360,42.6,-3.42,-7.94,7.47,20,16.2,-431.52,-8.38,17.4,FALSE
10.65,40.65,25.22,-6.11,8,5.13,4.71,-1.36,-5.43,2,30.99,-251.52,-1.68,1.08,TRUE
10.75,18.65,29.22,-6.21,33,0.27,2.31,1.38,-3.36,2,29.13,-262.52,3.52,1.88,TRUE
5.94,14.65,51.22,-12.76,140,27.15,-2.73,-9.8,6.18,20,13.77,-266.52,-11.02,13.1,TRUE
7.99,-50.35,51.22,-11.46,180,40.5,-4.11,-6.94,6.69,20,17.82,-446.52,-7.74,14.4,FALSE
7.87,119.65,31.22,-11.81,110,41.4,0.9,-7.14,7.14,20,22.02,-441.52,-8.38,14.1,FALSE
10.68,48.65,25.22,-5.78,21,4.17,1.32,-0.22,-9.75,2,27.57,-236.52,0.84,1.46,FALSE
10.99,11.65,25.22,-5.79,30,5.07,3.45,-1.2,-5.37,2,32.7,-263.52,-1.52,1.9,TRUE
7.74,-15.35,51.22,-10.96,150,17.55,-1.65,-6.64,2.49,20,18.12,-346.52,-1.68,10.5,FALSE
10.49,45.65,25.22,-5.91,5,0.66,4.2,-1.6,-6.66,2,30.18,-247.52,-1.44,1.58,TRUE
10.61,13.65,29.22,-5.72,3,1.41,1.26,1.5,-4.41,2,30.63,-267.52,-0.36,1.2,FALSE
7.47,14.65,71.22,-10.61,25,27.9,-2.49,-7.28,5.67,20,20.91,-341.52,-7.72,11,FALSE
10.12,28.65,25.22,-6.12,18,5.28,0.96,7.54,-4.02,2,31.05,-238.52,-1.56,1.66,TRUE
5.74,119.65,51.22,-13.86,350,21.6,8.01,-11.68,11.16,20,11.79,-271.52,-9.3,12.8,FALSE
5.73,-50.35,71.22,-11.96,210,23.7,-3.42,-8.82,7.95,20,17.1,-441.52,-7.44,17.5,TRUE
8.02,-15.35,71.22,-10.81,95,19.35,-1.44,-5.48,1.95,20,20.01,-396.52,-5.54,10.5,FALSE
17.57,12.65,29.22,-5.93,64,3.72,3.36,0.3,-12.63,2,31.83,-238.52,4.18,0.12,FALSE
10.7,31.65,21.22,-6.02,14,4.44,3.09,-0.58,-3.15,2,41.7,-233.52,-0.3,1.32,TRUE
6.24,59.65,51.22,-11.71,330,34.8,0.6,-8.98,7.5,20,15.09,-441.52,-7.96,17.5,FALSE
10.4,28.65,25.22,-6,7,1.92,1.2,-1.6,-3.84,0,26.7,-226.52,-1.92,1.08,TRUE
6.16,104.65,31.22,-11.26,30,29.85,-2.04,-1.88,8.94,20,14.64,-286.52,-9.96,13.5,FALSE
8.39,49.65,31.22,-10.66,335,16.95,8.82,-5.26,5.07,20,17.97,-406.52,-6.84,15.2,FALSE
5.42,109.65,31.22,-12.96,250,18,9.66,-11.72,12.9,20,20.43,-386.52,-6.18,18.5,FALSE
6.52,114.65,51.22,-12.56,335,21.3,12.42,-6.2,7.5,20,16.05,-371.52,-10.54,15.1,FALSE
12.08,50.65,21.22,-6.07,7,3.54,1.32,-1.82,-7.08,2,39.75,-248.52,0.94,1.82,TRUE
11.08,26.65,29.22,-5.66,5,0.75,3.81,-0.74,-5.76,2,32.1,-252.52,2.74,1.6,FALSE
6.32,34.65,31.22,-11.81,235,25.05,4.11,-4.52,6.21,20,15.3,-286.52,-8.86,10.4,FALSE
10.7,40.65,25.22,-6.3,60,6.54,2.52,-0.78,-2.28,2,31.32,-252.52,-1.58,1.22,TRUE
6.22,49.65,31.22,-11.96,235,44.7,-0.03,-6.96,5.49,20,15.42,-406.52,-5.36,14,FALSE
8.12,14.65,51.22,-11.41,240,23.7,4.02,-8.34,8.64,20,17.19,-256.52,-3.94,10.6,FALSE
6.69,-15.35,71.22,-11.66,350,22.35,-0.33,-8,10.92,20,14.76,-291.52,-11.68,17.7,TRUE
10.22,31.65,21.22,-6.04,3,1.68,2.61,-0.14,-5.76,2,31.92,-234.52,0.7,1.04,TRUE
6.23,-30.35,71.22,-12.41,350,18.75,-1.32,-12.02,4.77,20,19.14,-351.52,-12.24,20.7,TRUE
10.62,24.65,25.22,-5.76,30,3.06,1.02,1.9,-9.15,2,27.9,-222.52,-1.88,2,TRUE
14.92,15.65,29.22,-6.13,37,5.97,2.58,1.28,-8.13,2,32.22,-232.52,1.82,1.68,TRUE
6.52,59.65,51.22,-13.71,110,25.95,0,-9.8,9.54,20,15.24,-421.52,-8,11.4,TRUE
12.54,34.65,21.22,-6,1,4.8,1.02,-1.2,-3.03,2,28.98,-246.52,-1.8,1.72,TRUE
6.17,29.65,31.22,-12.61,385,44.7,4.02,-3.44,11.64,20,15.87,-431.52,-10.98,17,FALSE
10.9,10.65,25.22,-6.25,48,0.78,1.53,-1.62,-5.31,2,32.58,-247.52,10.9,1.4,TRUE
6.64,14.65,71.22,-12.46,250,23.7,-0.48,-4.4,11.82,10,15.33,-336.52,-8.98,10.4,TRUE
5.56,14.65,51.22,-14.56,170,20.4,-2.16,-12.34,8.94,20,17.25,-241.52,-9.74,12,TRUE
10.24,49.65,25.22,-5.61,20,4.26,8.58,-1.24,-9.09,2,29.1,-230.52,2.36,1.82,FALSE
7.78,124.65,31.22,-12.26,80,40.8,-0.39,-10.82,9.9,20,32.67,-251.52,-7.8,13.6,TRUE
10.74,9.65,29.22,-5.64,4,3.39,1.05,-0.48,-15.72,2,33.72,-232.52,-0.26,1.2,TRUE
4.97,34.65,51.22,-14.01,350,25.65,6.9,-12.52,13.71,20,15.15,-326.52,-7.12,18,TRUE
5.31,119.65,51.22,-12.51,100,21.3,1.17,-8.72,12.3,20,14.34,-351.52,-11.08,17,TRUE
5.43,94.65,51.22,-11.26,325,18.75,9.75,-2.8,12.33,20,17.85,-241.52,-11.34,19.7,FALSE
5.74,124.65,51.22,-11.16,165,17.85,4.08,-10.28,11.37,20,27.72,-246.52,-8.14,15.4,FALSE
8.01,49.65,51.22,-10.71,120,25.5,-0.81,-2.74,1.08,20,22.23,-386.52,-5.02,11,FALSE
10.02,-20.35,51.22,-10.81,60,40.05,-2.13,-3.68,4.8,20,21.54,-391.52,-6.68,10.9,FALSE
14.54,18.65,25.22,-5.56,17,4.38,5.49,-0.26,-13.98,2,34.35,-266.52,0.62,0.72,FALSE
10.99,16.65,25.22,-5.85,21,4.05,1.65,5.3,-15.84,2,27.63,-241.52,0.26,1.88,TRUE
5.27,14.65,51.22,-12.46,245,22.2,-0.54,-11.1,9.51,20,14.01,-301.52,-9.68,15,TRUE
6.32,99.65,51.22,-12.51,50,18.75,-1.47,-8.6,5.31,20,21.57,-441.52,-5.68,12.3,FALSE
8.13,29.65,51.22,-11.16,275,22.65,4.92,-6.04,5.28,20,19.14,-391.52,-6.6,10.2,FALSE
10.71,10.65,29.22,-5.55,21,2.55,0.6,6.32,-5.76,2,31.41,-240.52,-1.16,1.26,FALSE
7.04,4.65,71.22,-11.01,205,18.6,7.44,-6.18,7.38,20,18.03,-446.52,-9.52,17.6,FALSE
11.06,43.65,25.22,-6.01,28,2.52,2.31,0.4,-12.51,2,32.25,-242.52,2.46,1.16,TRUE
7.41,-25.35,51.22,-10.56,30,29.4,-0.81,-9.14,6.93,20,34.86,-246.52,-8.84,13.7,FALSE
6.97,-50.35,51.22,-12.41,365,23.4,6.6,-7.34,3.48,20,18.21,-406.52,-9.1,10.7,FALSE
5.62,64.65,51.22,-14.11,15,16.5,-2.58,-9.46,8.04,20,14.55,-436.52,-10.12,11.9,TRUE
9.36,-45.35,71.22,-10.56,145,34.8,-2.25,-2.5,2.73,20,20.4,-431.52,-2.2,11.5,FALSE
6.14,-40.35,71.22,-12.06,205,20.1,7.08,-10.38,10.65,20,20.88,-306.52,-9.62,12.2,TRUE
12.61,10.65,29.22,-5.57,7,2.88,2.22,0.4,-2.94,0,33.36,-236.52,-0.3,1.56,TRUE
7.25,-45.35,71.22,-11.06,110,26.4,-1.56,-6.64,1.23,20,19.56,-436.52,-7.26,12.4,FALSE
10.24,47.65,25.22,-5.87,17,4.89,4.74,0.48,-3.09,2,29.28,-245.52,-1.14,1.42,FALSE
10.34,18.65,29.22,-5.95,27,0.6,6.87,5.76,-6.09,2,43.32,-257.52,-0.56,1.76,FALSE
11.33,16.65,29.22,-5.59,7,1.89,1.02,0.06,-6.36,2,30.06,-257.52,-0.3,2.14,TRUE
10.28,49.65,21.22,-5.94,1,4.65,7.35,-1.26,-5.85,2,27.3,-258.52,-0.68,1.98,TRUE
11.91,26.65,29.22,-6.08,60,5.55,0.6,-0.1,-2.46,2,35.16,-234.52,2.28,1.04,TRUE
6.95,114.65,31.22,-10.51,130,16.05,4.95,-4.9,4.5,20,19.8,-291.52,-4.46,12,FALSE
11.31,19.65,29.22,-6.24,66,3.15,1.59,-0.96,-2.43,2,39.27,-234.52,-1.82,0.58,TRUE
5.69,14.65,51.22,-12.01,250,38.25,8.04,-7.64,6.54,20,19.17,-371.52,-9.02,15.7,TRUE
5.57,64.65,51.22,-13.41,150,31.5,-2.76,-4.42,10.41,20,19.89,-271.52,-11.46,10.2,TRUE
10.93,21.65,29.22,-5.95,61,5.04,1.65,1.54,-8.22,2,28.53,-255.52,4.2,0.96,FALSE
14.66,26.65,25.22,-5.88,25,2.55,2.61,0.04,-3.45,2,28.95,-246.52,3.3,1,FALSE
6.27,99.65,31.22,-13.56,75,25.5,-0.12,-9.66,10.38,20,16.92,-411.52,-9.86,11.9,FALSE
10.22,23.65,29.22,-6.25,34,0.75,5.01,-0.7,-5.85,2,29.46,-226.52,0.78,0.02,TRUE
5.12,49.65,31.22,-14.16,230,27.45,1.56,-9.28,7.62,20,15.06,-346.52,-11.8,15.5,TRUE
7.58,-25.35,71.22,-11.86,225,26.7,-2.04,-10.1,10.95,20,21.03,-441.52,-10.76,18.8,TRUE
14.94,19.65,29.22,-5.43,38,6.21,0.66,1,-4.38,2,30.3,-248.52,3.34,1.72,FALSE
13.38,11.65,25.22,-6.09,36,5.61,2.34,-0.88,-3.81,2,34.86,-237.52,0.84,0.04,TRUE
10.94,10.65,29.22,-5.75,18,1.38,10.41,-1,-6.78,2,31.32,-268.52,-1.08,1.58,FALSE
10.92,17.65,25.22,-5.7,20,5.85,2.76,-1.42,-3.03,2,28.89,-238.52,1.2,1.88,TRUE
6.74,29.65,31.22,-10.81,355,19.8,8.13,-10.22,9.81,20,17.22,-351.52,-4.78,17.7,FALSE
5.44,89.65,31.22,-10.46,270,17.85,6.87,-11,12.03,20,19.11,-256.52,-9.64,20.6,FALSE
4.95,-60.35,71.22,-14.21,365,19.2,1.89,-11.52,11.85,20,20.97,-391.52,-11.46,16.1,TRUE
4.76,99.65,51.22,-14.46,390,15.15,3.03,-11.92,12.81,20,12.27,-406.52,-11.28,19.1,FALSE
6.15,84.65,51.22,-13.56,210,36,11.01,-10.54,11.25,20,17.19,-296.52,-9.84,11.9,TRUE
10.55,21.65,25.22,-5.62,10,4.14,1.5,0.12,-6.87,2,31.08,-239.52,-0.14,1.02,FALSE
5.69,54.65,31.22,-14.41,330,38.55,3.3,-11.38,12.24,20,12,-426.52,-12.1,14.9,TRUE
10.14,17.65,25.22,-5.97,3,0.24,2.1,-0.92,-4.77,0,28.62,-265.52,-1.28,1.8,TRUE
11.08,9.65,29.22,-6.27,5,2.52,1.53,2.62,-2.73,2,27.99,-262.52,-1.7,0.56,TRUE
10.25,25.65,25.22,-6.18,29,1.65,5.01,4.46,-5.64,2,28.2,-250.52,-0.94,0.38,FALSE
7.89,59.65,51.22,-11.71,220,17.4,3.21,-6.96,4.83,20,20.94,-421.52,-5.66,11.5,FALSE
8.57,9.65,71.22,-11.71,375,25.95,1.77,-3.46,5.58,20,21.81,-466.52,-7.68,11.4,FALSE
7.19,59.65,31.22,-12.26,340,24,5.52,-3.08,8.4,20,15.57,-406.52,-9.46,12.5,FALSE
8.72,99.65,31.22,-13.36,25,31.2,0.45,-10.28,4.41,20,14.85,-441.52,-1.4,13.1,TRUE
6.52,-10.35,51.22,-11.91,135,27.6,0.12,-6.84,6.69,20,30.84,-351.52,-9.06,10.7,FALSE
12.04,18.65,25.22,-6.13,5,0.12,3.03,-1.32,-2.91,2,28.23,-235.52,-0.3,0.7,TRUE
11.13,14.65,29.22,-5.76,28,5.49,-0.3,-1.44,-3.36,2,33.33,-230.52,5.7,1.64,TRUE
11.94,38.65,25.22,-6.07,58,3.96,6.9,0.52,-2.64,2,30.36,-232.52,0.78,1.62,TRUE
6.26,-65.35,71.22,-12.61,145,15.6,-0.81,-9.56,0.36,20,18.57,-441.52,-9.4,13.7,FALSE
10.39,12.65,25.22,-5.75,37,4.95,1.89,-1.12,-6.93,2,27.84,-235.52,0.78,1.68,TRUE
13.78,44.65,21.22,-5.43,3,6.39,3.78,0.62,-3.84,2,29.88,-226.52,6.36,1.82,FALSE
10.53,19.65,29.22,-6.01,5,4.98,1.68,4.72,-4.47,2,33.81,-247.52,2.88,0.64,TRUE
10.43,25.65,25.22,-5.77,19,4.23,9.66,0.6,-3.96,2,29.7,-240.52,-1.18,2.04,TRUE
7.56,79.65,31.22,-12.71,115,19.05,8.46,-11.42,10.02,20,13.71,-231.52,-10.98,13.1,TRUE
12.57,14.65,25.22,-5.53,3,3.78,3.51,3.56,-5.52,2,32.46,-237.52,0.66,0.04,FALSE
6.5,99.65,31.22,-12.21,350,19.5,7.29,-9.16,6.18,20,16.41,-286.52,-10.66,12.1,FALSE
12.45,-0.35,51.22,-10.81,95,31.35,0.39,-7.78,0.81,20,23.25,-266.52,-6.1,10.7,FALSE
8.67,39.65,21.22,-11.76,5,43.8,-2.85,-5.18,6.06,20,21.09,-356.52,-9.18,11.3,FALSE
8.22,104.65,31.22,-13.71,345,26.55,3.18,-10.8,10.77,20,13.59,-371.52,-11.72,15.2,FALSE
10.34,13.65,29.22,-6.23,3,4.05,-0.27,1.04,-4.77,2,29.28,-258.52,3.6,1.74,TRUE
11.33,13.65,25.22,-5.47,13,4.47,2.67,-0.7,-5.91,2,30.75,-261.52,0.66,0.9,FALSE
10.82,14.65,25.22,-6.23,8,4.89,0.81,1.86,-11.31,2,27.84,-259.52,-1.46,0.62,TRUE
11.77,22.65,29.22,-5.65,46,5.7,1.71,-0.9,-7.68,2,28.14,-243.52,5.82,1.94,FALSE
11.33,114.65,31.22,-11.71,45,22.05,0.6,-1.36,9.51,20,14.85,-396.52,-10.3,15.6,FALSE
10.78,48.65,25.22,-5.69,2,3.78,0.81,1.4,-9.27,2,30.72,-236.52,0.38,1.24,FALSE
11,40.65,25.22,-5.74,6,3.6,7.38,1.16,-15.78,2,35.07,-266.52,3.24,1.36,FALSE
5.44,99.65,31.22,-11.36,100,37.5,-1.71,-10.78,7.41,20,16.41,-241.52,-8.6,15.6,TRUE
8.5,84.65,31.22,-14.11,200,40.8,-0.69,-4.56,10.23,20,20.22,-441.52,-10.26,12.2,TRUE
6.12,109.65,31.22,-11.36,120,23.85,1.77,-9.66,8.73,20,17.43,-316.52,-4.74,14,FALSE
12.25,13.65,25.22,-5.8,16,4.11,0.42,-0.84,-3.6,2,28.98,-267.52,-0.02,1.9,TRUE
11.75,22.65,25.22,-5.6,4,5.37,2.73,-0.32,-5.1,2,29.61,-268.52,-0.22,0.92,FALSE
6.1,-50.35,51.22,-11.31,55,21.3,-3.99,-9.36,11.52,20,16.17,-276.52,-10.22,16.6,FALSE
10.25,30.65,21.22,-5.74,10,5.31,4.65,3.64,-6.45,2,27.87,-239.52,-1.58,2.04,TRUE
5.58,99.65,31.22,-12.46,190,28.5,1.38,-11.22,7.92,20,15.21,-371.52,-4.5,17.8,FALSE
7.36,64.65,31.22,-9.76,15,15.6,5.82,-4.32,8.07,20,16.2,-326.52,-7.9,18.2,FALSE
11.27,36.65,21.22,-6.13,30,6,1.56,-1.24,-2.85,2,36.78,-242.52,1.92,1.24,TRUE
11.16,17.65,29.22,-6.05,66,3.93,2.67,6.34,-4.56,2,28.83,-243.52,2.66,1.32,TRUE
7.14,109.65,31.22,-11.61,275,41.85,1.38,-3.92,3.51,20,15.54,-261.52,-8.18,10.7,FALSE
5.48,104.65,51.22,-11.56,210,38.7,-1.86,-8.8,11.25,20,13.14,-301.52,-6.68,17.7,TRUE
7.13,89.65,51.22,-11.36,240,28.5,1.02,-7.5,9.3,20,19.2,-276.52,-9.9,13.4,FALSE
15.28,33.65,21.22,-5.93,4,5.52,3.63,-0.76,-3.6,2,32.37,-269.52,2.7,1.12,FALSE
7.32,114.65,51.22,-11.91,330,38.25,2.01,-8.96,-11.97,20,20.19,-426.52,-3.76,12.6,FALSE
10.82,18.65,29.22,-5.81,27,4.53,5.67,-1.06,-3.84,2,28.11,-251.52,-1.3,0.5,FALSE
10.9,9.65,29.22,-5.93,16,1.14,0.99,0.2,-6.12,0,30.45,-254.52,0.8,0.2,TRUE
6.07,54.65,51.22,-12.96,300,21.15,3.24,-9.72,5.28,20,19.11,-441.52,-10.66,14.5,FALSE
6.88,-35.35,71.22,-10.51,140,15.9,8.61,-8.5,1.14,20,16.44,-251.52,-9.96,15.4,TRUE
10.98,15.65,29.22,-5.38,23,5.16,2.91,-0.24,-9.93,2,28.35,-250.52,1.24,1.66,TRUE
6.82,44.65,51.22,-11.66,85,44.25,-3.33,-4.12,3.09,20,19.29,-346.52,-6.82,10.2,FALSE
11.43,22.65,25.22,-6.17,56,4.68,1.89,1.58,-5.04,2,36.48,-239.52,-1.38,0.3,FALSE
10.84,14.65,29.22,-6.05,20,2.7,0.33,-0.74,-10.41,2,28.17,-233.52,1.26,0.66,TRUE
6.61,104.65,51.22,-12.86,125,19.35,10.29,-11.42,11.31,20,13.38,-241.52,-11.86,13.8,TRUE
10.84,32.65,25.22,-6.09,22,2.64,1.38,-1.36,-2.76,2,29.49,-243.52,-0.06,1.7,TRUE
10.75,26.65,29.22,-6.02,46,3.33,10.17,-1.34,-15.87,2,27.99,-269.52,0.14,1.22,FALSE
10.86,19.65,25.22,-6.32,50,0.93,11.73,0.44,-6.27,2,42.3,-258.52,-1.62,1.46,TRUE
12.33,41.65,25.22,-5.8,63,4.02,4.5,1.62,-5.73,2,29.28,-233.52,-0.96,2,TRUE
10.57,25.65,25.22,-5.56,2,5.31,1.8,-0.18,-5.04,2,30.9,-236.52,-0.78,0.72,FALSE
6.28,-10.35,51.22,-10.96,110,20.85,-1.68,-10.88,7.53,20,13.8,-301.52,-11.36,19.2,TRUE
11.93,26.65,29.22,-5.7,3,6.15,8.22,4.36,-4.35,2,29.01,-230.52,1.62,0.16,TRUE
10.41,19.65,29.22,-5.93,8,6.21,1.86,-1.22,-4.38,2,36.15,-237.52,4.08,1.72,TRUE
10.6,28.65,29.22,-5.92,11,0.09,6,-1.3,-9.18,2,29.97,-242.52,12.96,0.4,FALSE
11.28,29.65,27.22,-5.48,11,3.27,9.54,1.12,-3.78,2,34.05,-243.52,3.34,1.8,FALSE
6.6,104.65,31.22,-11.46,330,33.3,5.46,-9.78,4.5,20,16.71,-451.52,-8.96,18.9,FALSE
11.16,44.65,21.22,-5.51,1,5.46,4.08,-1.28,-8.46,2,36.69,-249.52,0.72,1.94,FALSE
11.27,24.65,25.22,-5.42,11,2.22,13.77,-1.34,-3.81,2,27.75,-230.52,1.2,1.98,FALSE
7.12,59.65,31.22,-11.11,205,39,1.71,-10.6,9.42,20,15.45,-376.52,-9.4,19,TRUE
10.16,14.65,29.22,-5.88,30,4.71,5.91,1.44,-6.81,2,35.31,-239.52,-1.8,1.58,TRUE
7.96,99.65,51.22,-11.26,75,25.05,-0.21,-9.38,7.95,20,17.61,-451.52,-9.54,17.1,FALSE
5.37,39.65,31.22,-13.21,305,18.75,6.18,-10.08,12.27,20,13.71,-286.52,-11.38,18.4,TRUE
5.66,109.65,31.22,-13.66,130,15.3,2.25,-10.12,4.89,20,10.5,-221.52,-10.06,18.5,TRUE
8.13,114.65,51.22,-10.41,270,25.65,3.39,-5.66,1.41,20,21.51,-466.52,-5.94,13,FALSE
10.55,27.65,25.22,-6.12,25,0.66,3.51,2.42,-4.14,2,32.01,-228.52,-2.22,1.84,TRUE
5.92,84.65,51.22,-11.81,15,18.45,-2.49,-10.5,11.22,20,16.2,-416.52,-11.38,20,TRUE
11.39,29.65,23.22,-5.8,10,3.42,2.85,2.88,-10.23,2,28.92,-256.52,-1.44,1.66,FALSE
11.53,28.65,25.22,-5.47,9,4.44,2.88,3.32,-6.15,2,29.25,-234.52,-0.68,1.22,FALSE
12.01,18.65,29.22,-5.81,12,1.71,11.04,0.28,-5.37,2,29.25,-265.52,-1.02,0.8,FALSE
6.39,99.65,51.22,-13.51,190,33.6,0.93,-9.3,7.65,20,14.25,-356.52,-11.2,11.4,TRUE
5.7,59.65,51.22,-13.91,310,34.8,1.29,-9.54,8.52,20,14.73,-306.52,-8.52,12.9,TRUE
6.22,124.65,31.22,-10.31,175,35.85,1.26,-3.06,9.45,20,30.99,-251.52,-6.24,14.1,FALSE
10.88,37.65,21.22,-6.16,22,2.91,12.93,-0.52,-4.8,2,31.38,-263.52,-1.28,0.74,TRUE
5.51,79.65,51.22,-11.56,150,25.95,1.71,-9.2,11.79,20,19.11,-336.52,-11.18,18,TRUE
11.57,12.65,25.22,-5.62,9,4.77,5.22,-0.5,-7.89,2,29.34,-256.52,2,1.88,TRUE
10.22,13.65,29.22,-6.15,74,4.11,1.08,-1.04,-13.59,2,32.22,-244.52,-0.56,0.4,FALSE
6.35,4.65,51.22,-12.11,275,19.5,0,-8.16,7.56,20,22.26,-361.52,-8.4,10.6,FALSE
11.94,24.65,25.22,-6.27,16,1.86,4.29,-0.06,-4.47,2,29.16,-269.52,0.76,1.2,FALSE
8.94,64.65,31.22,-10.71,40,44.55,-2.58,-2.48,-1.59,20,25.11,-431.52,-4.88,13,FALSE
10.53,28.65,25.22,-5.85,6,3.84,4.02,-0.38,-3.3,2,29.97,-255.52,7.2,1.36,FALSE
7.45,84.65,31.22,-11.31,170,38.4,-0.87,-4.08,8.58,20,22.05,-361.52,-7.04,14.3,FALSE
10.73,19.65,25.22,-5.34,1,4.08,5.34,1.64,-6.78,2,31.23,-265.52,1.66,0.8,FALSE
5,59.65,31.22,-15.06,330,45.75,5.49,-10.5,10.89,20,23.37,-391.52,-12.1,12.4,TRUE
8.03,-65.35,51.22,-10.01,185,39.45,-3.9,-7.4,3.3,20,20.34,-346.52,-7.7,14.8,FALSE
10.04,34.65,31.22,-10.26,290,25.95,6.87,-6.88,6.54,20,24.03,-341.52,-4.38,13.3,FALSE
8.11,-5.35,51.22,-12.06,75,27,-2.82,-7.06,9.21,20,19.23,-386.52,-7.7,14.7,FALSE
7.7,34.65,51.22,-11.26,95,17.4,-2.4,-7.04,-1.08,20,15.33,-296.52,-9.68,17.9,TRUE
7.55,-35.35,51.22,-11.46,235,17.85,0.33,-9.2,6.69,20,15.33,-386.52,-10.8,19.8,TRUE
7.58,89.65,31.22,-11.71,40,38.4,-3.21,-6.66,8.16,20,17.31,-381.52,-7.48,11.4,FALSE
11.42,12.65,29.22,-6.11,76,3.3,1.02,1.5,-4.83,2,31.05,-259.52,-1.62,1.8,TRUE
5.59,9.65,51.22,-12.81,85,16.95,10.08,-5.02,11.52,20,26.55,-281.52,-8.16,12.8,TRUE
12.73,30.65,25.22,-5.95,43,2.61,4.86,-1.12,-4.11,2,29.1,-258.52,3.16,1.34,FALSE
6.67,119.65,51.22,-11.91,100,40.95,-0.66,-9.24,8.85,20,18.18,-416.52,-6.34,13.2,FALSE
12.13,35.65,25.22,-6.01,26,5.34,1.2,0.14,-6,2,34.11,-266.52,2.72,0.68,FALSE
6.06,19.65,51.22,-11.56,20,15.15,3.33,-9.14,8.37,20,17.28,-431.52,-7.86,17.2,TRUE
10.76,45.65,25.22,-5.74,3,5.31,2.61,-0.22,-4.89,2,33.09,-240.52,1.06,1.52,FALSE
10.29,48.65,25.22,-5.92,2,2.7,2.76,1.24,-8.46,2,32.22,-245.52,5.74,0.82,FALSE
8.34,104.65,51.22,-10.56,340,42.15,3.3,-6.1,-2.49,20,25.14,-381.52,-4.32,10.1,FALSE
7.46,129.65,51.22,-11.31,10,29.1,4.89,-7.84,3.39,20,19.77,-421.52,-7.5,11.7,FALSE
5.45,-30.35,51.22,-12.66,50,17.25,-3.27,-9.64,7.98,20,13.38,-306.52,-0.86,12.8,TRUE
